Ticket,NF,Data Ocorrência,Ocorrência,Parceiro, Valor , Produto , Emissão ,Quantidade,Categoria Produto,UF,SKU
#37423,12742,21/03/2024,Avaria,Solistica," R$  1.114,08 ",Painel Solar Fotovoltaico Osda ODA330-36-P Poli (330Wp),2024-02-16,1,Painel 330 Wp,SP,10091
#37331,12697,18/03/2024,Avaria,Tecmar," R$  753,80 ",PAINEL SOLAR FOTOVOLTAICO SUNOVA SS-580-72MDH(T) (580WP) BR,2024-02-16,1,Painel 580 Wp,MG,22164
#36934,12738,26/02/2024,Avaria,Movvi," R$  1.615,41 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA330-36-P (330WP),2024-02-16,3,Painel 330 Wp,SC,20298
#37076,12519,15/02/2024,Avaria,Gran Cargo," R$  664,02 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2024-02-15,1,Painel 580 Wp,MT,20767
#36886,12445,22/02/2024,Avaria,Gran Cargo," R$  1.066,03 ",Painel Solar Fotovoltaico Luxen LNVH-595M Mono (595Wp) - cabo 2.0m,2024-02-14,1,Painel 595 Wp,MS,10282
#37010,12458,01/03/2024,Avaria,Alfa," R$  324,57 ",BATERIA ESTACIONÁRIA FREEDOM DF300 (30AH / 26AH),2024-02-14,1,Bateria 30 Ah,,20412
#37511,12454,26/03/2024,Avaria,Gran Cargo," R$  694,00 ",Painel Solar Fotovoltaico Sunova Solar SS-550-72MDH (550Wp),2024-02-14,1,Painel 550 Wp,AM,10144
#37403,12394,20/03/2024,Avaria,Alfa," R$  2.261,40 ",PAINEL SOLAR FOTOVOLTAICO SUNOVA SS-580-72MDH(T) (580WP) BR,2024-02-09,3,Painel 580 Wp,RJ,22164
#36912,12379,22/02/2024,Avaria,Movvi," R$  753,80 ",PAINEL SOLAR FOTOVOLTAICO SUNOVA SS-580-72MDH(T) (580WP) BR,2024-02-09,1,Painel 580 Wp,SP,22164
#37578,12173,28/03/2024,Avaria,Gran Cargo," R$  619,00 ",PAINEL SOLAR FOTOVOLTAICO RESUN RS8V-M-410 (410WP),2024-02-07,1,Painel 410 Wp,GO,21499
#37127,12062,08/03/2024,Avaria,Alfa," R$  9.173,89 ",BATERIA DE Lítio UNIPOWER UPLFP48-100 (100AH) IND,2024-02-06,1,Bateria 100 Ah,SC,
#36959,12090,28/02/2024,Avaria,Movvi," R$  1.259,30 ",PAINEL SOLAR FOTOVOLTAICO SUNOVA SS-460-60MDH (460WP),2024-02-06,2,Painel 460 Wp,MG,20768
#36942,12131,26/02/2024,Avaria,Solistica," R$  753,80 ",PAINEL SOLAR FOTOVOLTAICO SUNOVA SS-580-72MDH(T) (580WP) BR,2024-02-06,1,Painel 580 Wp,SP,22164
#36852,12141,21/02/2024,Avaria,Tecmar," R$  753,80 ",PAINEL SOLAR FOTOVOLTAICO SUNOVA SS-580-72MDH(T) (580WP) BR,2024-02-06,1,Painel 580 Wp,SC,22164
#36835,12017,19/02/2024,Avaria,Mira," R$  645,42 ",Painel Solar Fotovoltaico Sunova Solar SS-550-72MDH (550Wp),2024-02-05,1,Painel 550 Wp,MS,10144
#36825,12025,19/02/2024,Avaria,Solistica," R$  794,00 ",PAINEL SOLAR FOTOVOLTAICO SUNOVA SS-580-72MDH(T) (580WP) BR,2024-02-05,1,Painel 580 Wp,RJ,22164
#37068,12023,05/03/2024,Avaria,Mira," R$  753,80 ",PAINEL SOLAR FOTOVOLTAICO SUNOVA SS-580-72MDH(T) (580WP) BR,2024-02-05,1,Painel 580 Wp,AM,22164
#36819,11947,22/02/2024,Avaria,Movvi," R$  200,99 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2024-02-05,1,Painel 155 Wp,MG,10141
#36867,12022,21/02/2024,Avaria,Alfa," R$  753,80 ",PAINEL SOLAR FOTOVOLTAICO SUNOVA SS-580-72MDH(T) (580WP) BR,2024-02-05,1,Painel 580 Wp,MG,22164
#37483,11959,25/03/2024,Avaria,Movvi," R$  682,42 ",PAINEL SOLAR FOTOVOLTAICO SUNOVA SS-460-60MDH (460WP),2024-02-05,1,Painel 460 Wp,MG,20768
#36645,9981,10/01/2025,Extravio,Mira," R$  673,88 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2024-02-05,2,Painel 155 Wp,SP,10141
#36645,9981,10/01/2025,Extravio,Mira," R$  929,07 ",BATERIA ESTACIONÁRIA FREEDOM DF2000 (115AH / 105AH),2024-02-05,1,Bateria Estacionária 115 Ah,SP,20410
#37099,11720,15/03/2024,Avaria,Alfa," R$  269,50 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2024-01-31,1,Painel 155 Wp,SP,10141
#36434,11782,14/02/2024,Avaria,Movvi," R$  538,47 ",Painel Solar Fotovoltaico Osda ODA330-36-P Poli (330Wp),2024-01-31,1,Painel 330 Wp,BA,10091
#36691,11763,07/02/2024,Avaria,Gran Cargo," R$  371,07 ",Painel Solar Fotovoltaico Resun RS7E-210M (210Wp),2024-01-31,1,Painel 210 Wp,DF,10165
#37163,11684,11/03/2024,Avaria,Alfa," R$  799,00 ",Painel Solar Fotovoltaico Sunova Solar SS-550-72MDH (550Wp),2024-01-30,1,Painel 550 Wp,MG,10144
#36854,11686,21/02/2024,Avaria,Alfa," R$  753,80 ",PAINEL SOLAR FOTOVOLTAICO SUNOVA SS-580-72MDH(T) (580WP) BR,2024-01-30,1,Painel 580 Wp,MG,22164
#36748,11623,09/02/2024,Extravio,Alfa," R$  174,29 ",PERFIL 240CM PARA 1 PAINEL P. MASTER REV,2024-01-29,4,Estrutura,SP,20821
#36704,11622,08/02/2024,Avaria,Solistica," R$  753,80 ",PAINEL SOLAR FOTOVOLTAICO SUNOVA SS-580-72MDH(T) (580WP) BR,2024-01-29,1,Painel 580 Wp,GO,22164
#36745,11553,09/02/2024,Avaria,Movvi," R$  794,00 ",PAINEL SOLAR FOTOVOLTAICO SUNOVA SS-580-72MDH(T) (580WP) BR,2024-01-29,1,Painel 580 Wp,PE,22164
#36889,11549,22/02/2024,Avaria,Alfa," R$  753,80 ",PAINEL SOLAR FOTOVOLTAICO SUNOVA SS-580-72MDH(T) (580WP) BR,2024-01-29,1,Painel 580 Wp,SC,22164
#37782,11623,05/04/2024,Avaria,Alfa," R$  753,80 ",PAINEL SOLAR FOTOVOLTAICO SUNOVA SS-580-72MDH(T) (580WP) BR,2024-01-29,1,Painel 580 Wp,SP,22164
#36995,11527,29/02/2024,Avaria,Tecmar," R$  753,80 ",PAINEL SOLAR FOTOVOLTAICO SUNOVA SS-580-72MDH(T) (580WP) BR,2024-01-26,1,Painel 580 Wp,PE,22164
#36782,11530,15/02/2024,Avaria,Tecmar," R$  747,00 ",PAINEL SOLAR FOTOVOLTAICO SUNOVA SS-460-60MDH (460WP),2024-01-26,1,Painel 460 Wp,BA,20768
#36766,11529,14/02/2024,Avaria,Tecmar," R$  278,07 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2024-01-26,1,Painel 155 Wp,RS,10141
#36861,11421,21/02/2024,Extravio,Alfa," R$  14,86 ",KIT PARAFUSOS MARTELO M8 - REV.,2024-01-24,2,Estrutura,RJ,21001
#36861,11421,21/02/2024,Extravio,Alfa," R$  293,88 ",PERFIL 240CM PARA 1 PAINEL P. MASTER REV,2024-01-24,4,Estrutura,RJ,20821
#36605,11392,31/01/2024,Avaria,Movvi," R$  537,54 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2024-01-24,2,Painel 155 Wp,DF,10141
#36834,11194,19/02/2024,Avaria,Movvi," R$  389,00 ",Painel Solar Fotovoltaico Resun RS7E-210M (210Wp),2024-01-22,1,Painel 210 Wp,SP,10165
#36676,11183,05/02/2024,Avaria,Movvi," R$  289,00 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2024-01-22,1,Painel 155 Wp,SP,10141
#36584,7953,31/01/2024,Avaria,Solistica," R$  703,28 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2024-01-22,1,Painel 580 Wp,PA,20767
#36613,11158,01/04/2024,Extravio,Movvi," R$  124,71 ",Conector MC4 - Proauto (par)- Rev.,2024-01-19,3,Conector MC4,MG,10051
#36596,11097,31/01/2024,Avaria,Movvi," R$  278,07 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2024-01-18,1,Painel 155 Wp,MG,10141
#36650,11041,04/02/2024,Extravio,Alfa," R$  522,85 ",CONTROLADOR DE CARGA MPPT EPEVER 30A 12/24V XTRA3210N-XDS2,2024-01-18,1,Controlador 30A,SP,20141
#36630,10958,06/02/2024,Avaria,Alfa," R$  324,57 ",BATERIA ESTACIONÁRIA FREEDOM DF300 (30AH / 26AH),2024-01-17,1,Bateria 30 Ah,RJ,20412
#36546,10934,26/01/2024,Avaria,Alfa," R$  1.092,44 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2024-01-16,2,Painel 580 Wp,SP,20767
#36434,10910,22/01/2024,Avaria,Movvi," R$  1.645,41 ",Painel Solar Fotovoltaico Osda ODA330-36-P Poli (330Wp),2024-01-16,3,Painel 330 Wp,SC,10091
#36530,10884,29/01/2024,Avaria,Tecmar," R$  299,00 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2024-01-16,1,Painel 155 Wp,PR,10141
#36597,10840,30/01/2024,Avaria,Gran Cargo," R$  703,55 ",PAINEL SOLAR FOTOVOLTAICO RENESOLA (555WP) BR,2024-01-15,1,Painel 555 Wp,PA,22098
#36607,10724,31/01/2024,Avaria,Tecmar," R$  473,37 ",Painel Solar Fotovoltaico Osda ODA280-30-P Poli (280Wp),2024-01-12,1,Painel 280 Wp,RN,10092
#36687,10676,06/02/2024,Extravio,Correios," R$  484,33 ",Controlador de Carga MPPT Epever 30A 12/24V XTRA3210N-XDS2,2024-01-11,1,Controlador 30A,SC,10071
#36672,10663,05/02/2024,Avaria,Alfa," R$  708,63 ",PAINEL SOLAR FOTOVOLTAICO RENESOLA (555WP) BR,2024-01-11,1,Painel 555 Wp,SP,22098
#36622,10637,01/02/2024,Avaria,Tecmar," R$  1.417,26 ",PAINEL SOLAR FOTOVOLTAICO RENESOLA (555WP) BR,2024-01-11,2,Painel 555 Wp,BA,22098
#36539,10653,26/01/2024,Avaria,Gran Cargo," R$  2.814,20 ",PAINEL SOLAR FOTOVOLTAICO RENESOLA (555WP) BR,2024-01-11,4,Painel 555 Wp,PA,22098
#36508,10640,24/01/2024,Avaria,Alfa," R$  278,07 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2024-01-11,1,Painel 155 Wp,SP,10141
#36574,10634,05/02/2024,Avaria,Solistica," R$  1.190,40 ",PAINEL SOLAR FOTOVOLTAICO SUNOVA SS-460-60MDH (460WP),2024-01-10,2,Painel 460 Wp,SP,20768
#36449,10553,22/01/2024,Avaria,Alfa," R$  562,38 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2024-01-10,2,Painel 155 Wp,SP,10141
#36980,10513,28/02/2024,Avaria,Tecmar," R$  730,55 ",PAINEL SOLAR FOTOVOLTAICO RENESOLA (555WP) BR,2024-01-09,1,Painel 555 Wp,SP,22098
#36566,10473,29/01/2024,Avaria,Alfa," R$  598,00 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2024-01-09,2,Painel 155 Wp,SP,10141
#36609,10443,31/01/2024,Avaria,Exata Cargo," R$  231,57 ",BATERIA DE Lítio UNIPOWER UPLFP48-100 (100AH) IND,2024-01-08,,Painel 100 Wp,SP,
#36425,10457,22/01/2024,Avaria,Tecmar," R$  278,07 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2024-01-08,1,Painel 155 Wp,BA,10141
#36388,10428,17/01/2024,Avaria,Gran Cargo," R$  720,55 ",PAINEL SOLAR FOTOVOLTAICO RENESOLA (555WP) BR,2024-01-08,1,Painel 555 Wp,RJ,22098
#36336,10395,15/01/2024,Avaria,Alfa," R$  463,14 ",Painel Solar Fotovoltaico Resun RSM100P (100Wp),2024-01-08,2,Painel 100 Wp,RJ,10142
#37129,10321,08/03/2024,Avaria,Alfa," R$  118,68 ",Painel Solar Fotovoltaico Resun RSM030P (30Wp),2024-01-05,1,Painel 30 Wp,SP,10089
#36455,10355,22/01/2024,Avaria,Gran Cargo," R$  764,00 ",PAINEL SOLAR FOTOVOLTAICO RENESOLA (555WP) BR,2024-01-05,1,Painel 555 Wp,PR,22098
#36693,10202,06/02/2024,Extravio,Solistica," R$  73,71 ",CONTROLADOR DE CARGA EPEVER LANDSTAR SERIE EU 10A 12/24V (LS1024EU),2024-01-04,1,Controlador 10A,GO,20134
#36460,10250,22/01/2024,Avaria,Alfa," R$  1.383,84 ",Painel Solar Fotovoltaico Osda ODA465-36-MH PERC Mono (465Wp),2024-01-04,2,Painel 465 Wp,MT,10147
#36407,10034,18/01/2024,Avaria,Gran Cargo," R$  734,63 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2023-12-20,1,Painel 580 Wp,AP,20767
#36227,9917,09/01/2024,Avaria,Gran Cargo," R$  738,42 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2023-12-19,1,Painel 580 Wp,MG,20767
#36186,9953,08/01/2024,Avaria,Alfa," R$  271,44 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-12-19,1,Painel 155 Wp,MG,10141
#36375,9817,18/01/2024,Extravio,Alfa," R$  30,00 ",Conector MC4 - Proauto (par)- Rev.,2023-12-18,2,Estrutura,PE,10051
#36375,9817,18/01/2024,Extravio,Alfa," R$  21,46 ",KIT JUNÇÃO PERFIL H (4UND) P. MASTER REV,2023-12-18,2,Conector MC4,PE,20822
#36099,9719,15/12/2023,Avaria,Alfa," R$  558,16 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP) 2.0M CABO,2023-12-15,1,Painel 580 Wp,SP,20766
#33308,114757,06/03/2024,Avaria,Mira," R$  3.615,15 ",BATERIA DE Lítio UNIPOWER UPLFP48-100 (100AH) IND,2023-12-14,1,Bateria 100 Ah,,
#35056,9640,09/01/2024,Extravio,Solistica," R$  556,20 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-12-14,2,Painel 155 Wp,RS,10141
#35995,9630,03/01/2024,Avaria,Tecmar," R$  568,10 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-12-14,2,Painel 155 Wp,PR,10141
#36386,9502,17/01/2024,Extravio,Tecmar," R$  27,16 ",Conector MC4 - Proauto (par)- Rev.,2023-12-12,2,Conector MC4,BA,10051
#36295,9493,15/01/2024,Avaria,Solistica," R$  607,00 ",Painel Solar Fotovoltaico Osda ODA280-30-P Poli (280Wp),2023-12-12,1,Painel 280 Wp,AM,10092
#36193,9305,31/07/2024,Avaria,Tecmar," R$  619,67 ",PERFIL 240CM PARA 1 PAINEL P. MASTER IND,2023-12-08,4,Estrutura,RS,20627
#36193,9305,31/07/2024,Avaria,Tecmar," R$  619,67 ",CONECTOR MC4 (PAR) PROAUTO IND,2023-12-08,2,Conector MC4,RS,20123
#35945,9222,03/01/2024,Extravio,Movvi," R$  752,00 ",Cabo Fotovoltáico Lafeber 6mm2 Preto,2023-12-08,100,Cabo,PA,
#35945,9222,03/01/2024,Extravio,Movvi," R$  626,10 ",Conector MC4 - Staubli (par),2023-12-08,10,Conector MC4,PA,10001013
#35945,9222,03/01/2024,Extravio,Movvi," R$  19.289,20 ",Controlador de Carga MPPT Epever 40A 12/24V XTRA4210N-XDS2,2023-12-08,35,Controlador 40A,PA,10070
#35945,9222,03/01/2024,Extravio,Movvi," R$  7.095,30 ",Painel Solar Fotovoltaico Osda ODA280-30-P Poli (280Wp),2023-12-08,15,Painel 280 Wp,PA,10092
#35945,9222,03/01/2024,Extravio,Movvi," R$  130,10 ",Conector MC4 - Proauto (par)- Rev.,2023-12-08,19,Conector MC4,PA,10051
#36193,9305,31/07/2024,Avaria,Tecmar," R$  30,00 ",KIT JUNÇÃO PERFIL H (4UND) P. MASTER REV,2023-12-08,2,Estrutura,RS,20822
#36193,9305,31/07/2024,Avaria,Tecmar," R$  619,67 ",KIT GRAMPO CENTRAL MID CLAMP (6UND) IND,2023-12-08,1,Estrutura,RS,20629
#36193,9305,31/07/2024,Avaria,Tecmar," R$  619,67 ",MICROINVERSOR DEYE SUN2000G - 2000W / 220V / WIFI / MC4,2023-12-08,1,Microinversor 2000W,RS,20007
#36193,9305,31/07/2024,Avaria,Tecmar," R$  619,67 ",CABO FOTOVOLTÁICO CABELAUTO 4MM² PRETO IND,2023-12-08,5,Cabo,RS,20526
#35850,9284,26/12/2023,Avaria,Solistica," R$  799,00 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2023-12-08,1,Painel 580 Wp,SP,20767
#36193,9305,31/07/2024,Avaria,Tecmar," R$  619,67 ",KIT GRAMPO FINAL END CLAMP (4UND) IND,2023-12-08,1,Estrutura,RS,20630
#36193,9305,31/07/2024,Avaria,Tecmar," R$  619,67 ",KIT ESTRUTURA P/ LAJE P/ 4 PAINEIS P. MASTER IND,2023-12-08,1,Estrutura,RS,20632
#36193,9305,31/07/2024,Avaria,Tecmar," R$  619,67 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP) 2.0M CABO,2023-12-08,4,Painel 585 Wp,RS,20766
#36193,9305,31/07/2024,Avaria,Tecmar," R$  619,67 ",KIT PARAFUSOS MARTELO M8 - IND,2023-12-08,2,Estrutura,RS,20986
#35945,9222,03/01/2024,Extravio,Movvi," R$  752,00 ",CABO FOTOVOLTÁICO LAFEBER 6MM² VERMELHO,2023-12-08,100,Cabo,PA,20021
#36184,9196,08/01/2024,Extravio,Alfa," R$  12,46 ",Conector MC4 - Proauto (par)- Rev.,2023-12-07,2,Conector MC4,MG,10051
#36184,9196,08/01/2024,Extravio,Alfa," R$  5,42 ",KIT PARAFUSOS MARTELO M8 - REV.,2023-12-07,2,Estrutura,MG,21001
#36184,9196,08/01/2024,Extravio,Alfa," R$  14,50 ",Cabo Fotovoltáico Lafeber 4mm² Preto 1.8KV DC ind.,2023-12-07,5,Cabo,MG,10001
#36184,9196,08/01/2024,Extravio,Alfa," R$  25,43 ",KIT GRAMPO FINAL END CLAMP (4UND) REV,2023-12-07,1,Estrutura,MG,20631
#36184,9196,08/01/2024,Extravio,Alfa," R$  25,83 ",KIT GRAMPO CENTRAL MID CLAMP (6UND) REV,2023-12-07,1,Estrutura,MG,20628
#36034,9077,04/01/2024,Extravio,Movvi," R$  597,20 ",Controlador de Carga MPPT Epever 40A 12/24V XTRA4210N-XDS2,2023-12-06,1,Controlador 40A,SP,10070
#36034,9077,04/01/2024,Extravio,Movvi," R$  1.339,20 ",PAINEL SOLAR FOTOVOLTAICO SUNOVA SS-460-60MDH (460WP),2023-12-06,2,Painel 460 Wp,SP,20768
#36402,8959,18/01/2024,Extravio,Alfa," R$  87,14 ",PERFIL 240CM PARA 1 PAINEL P. MASTER REV ,2023-12-04,2,Estrutura,MG,
#36003,8969,16/01/2024,Extravio,Alfa," R$  1.476,84 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2023-12-04,2,Painel 580 Wp,SP,20767
#36046,8974,04/01/2024,Avaria,Gran Cargo," R$  714,60 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2023-12-04,1,Painel 580 Wp,PA,20767
#36223,8895,03/01/2024,Extravio,Movvi," R$  759,05 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2023-12-04,1,Painel 580 Wp,RS,20767
#34108,114644,29/12/2023,Extravio,Correios," R$  423,28 ",Controlador de Carga MPPT Epever 30A 12/24V XTRA3210N-XDS2,2023-12-04,1,Controlador 30A,,10071
#35983,8843,03/01/2024,Extravio,Gran Cargo," R$  1.899,00 ",Microinversor Deye SUN2000G - 2000W / 220V / Wifi / MC4,2023-12-01,1,Microinversor 2000W,MT,20287
#35878,8832,27/12/2023,Extravio,Alfa," R$  119,92 ",Conector MC4 - Proauto (par)- Rev.,2023-11-30,8,Conector MC4,MA,10051
#35263,8798,13/12/2023,Avaria,Gran Cargo," R$  277,00 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-11-30,1,Painel 155 Wp,GO,10141
#35491,8818,18/12/2023,Avaria,Solistica," R$  526,60 ",Painel Solar Fotovoltaico Resun RSM060P (60Wp),2023-11-30,4,Painel 155 Wp,BA,10088
#35267,8713,11/01/2024,Extravio,Solistica," R$  5,42 ",KIT PARAFUSOS MARTELO M8 - REV.,2023-11-30,2,Estrutura,RJ,21001
#35267,8713,11/01/2024,Extravio,Solistica," R$  82,52 ",PERFIL 240CM PARA 1 PAINEL P. MASTER REV,2023-11-30,2,Estrutura,RJ,20821
#35267,8713,11/01/2024,Extravio,Solistica," R$  5,42 ",KIT PARAFUSOS MARTELO M8 - REV.,2023-11-30,2,Estrutura,RJ,21001
#36194,8652,08/01/2024,Extravio,Movvi," R$  14,90 ",CONECTOR MC4 - PROAUTO (PAR) - REV,2023-11-29,1,Conector MC4,ES,20121
#36194,8652,08/01/2024,Extravio,Movvi," R$  578,00 ",PAINEL SOLAR FOTOVOLTAICO RESUN RS6E-155M (155WP),2023-11-29,2,Painel 155 Wp,ES,20019
#35612,8652,08/01/2024,Extravio,Movvi," R$  14,90 ",Conector MC4 - Proauto (par)- Rev.,2023-11-29,1,Conector MC4,ES,10051
#35612,8652,08/01/2024,Extravio,Movvi," R$  578,00 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-11-29,2,Painel 155 Wp,ES,10141
#35980,8694,03/01/2024,Avaria,Alfa," R$  507,83 ",Painel Solar Fotovoltaico Osda ODA280-30-P Poli (280Wp),2023-11-29,1,Painel 280 Wp,MG,10092
#36001,8583,03/01/2024,Extravio,Alfa," R$  81,00 ",KIT JUNÇÃO PERFIL H (4UND) P. MASTER REV,2023-11-28,6,Estrutura,SP,20822
#35138,8567,11/12/2023,Avaria,Movvi," R$  289,00 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-11-28,1,Painel 155 Wp,SC,10141
#35308,8490,14/12/2023,Avaria,Alfa," R$  1.348,20 ",PAINEL SOLAR FOTOVOLTAICO SUNOVA SS-460-60MDH (460WP),2023-11-28,2,Painel 460 Wp,PA,20768
#35458,8562,18/12/2023,Avaria,Movvi," R$  760,57 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2023-11-28,1,Painel 580 Wp,SP,20767
#36001,8583,03/01/2024,Extravio,Alfa," R$  9.968,10 ",BATERIA DE Lítio UNIPOWER UPLFP48-100 (100AH) IND,2023-11-28,1,Bateria 100 Ah,SP,
#36241,8603,10/01/2024,Extravio,Gran Cargo," R$  263,64 ",PERFIL 240CM PARA 1 PAINEL P. MASTER REV,2023-11-28,1,Estrutura,MG,20821
#36001,8583,03/01/2024,Avaria,Alfa," R$  1.372,60 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2023-11-28,2,Painel 580 Wp,SP,20767
#34818,8421,09/12/2023,Avaria,Alfa," R$  794,00 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP) 2.0M CABO,2023-11-27,1,Painel 580 Wp,SP,20766
#36181,8338,08/01/2024,Extravio,Movvi," R$  1.429,20 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2023-11-27,2,Painel 580 Wp,SP,20767
#35989,8278,03/01/2024,Extravio,Movvi," R$  1.339,80 ",PAINEL SOLAR FOTOVOLTAICO SUNOVA SS-460-60MDH (460WP),2023-11-27,2,Painel 460 Wp,SP,20768
#36181,8338,08/01/2024,Extravio,Movvi," R$  1.846,41 ",INVERSOR SENOIDAL EPEVER IPOWER PLUS(T-BR) IP2000-21 - 2000W/ 24VCC/ 127VCA,2023-11-27,1,Inversor 2000W,SP,20255
#35246,8277,13/12/2023,Extravio,Movvi," R$  469,12 ",Controlador de Carga MPPT Epever 30A 12/24V XTRA3210N-XDS2,2023-11-27,1,Controlador 30A,RJ,10071
#36181,8338,08/01/2024,Extravio,Movvi," R$  53,64 ",Conector MC4 - Proauto (par)- Rev.,2023-11-27,2,Conector MC4,SP,10051
#36181,8338,08/01/2024,Extravio,Movvi," R$  38,59 ",CARREGADOR SOLAR PORTÁTIL NEOSOLAR (5W / 5V / 1A),2023-11-27,1,Carregador Solar,SP,20104
#35922,8293,08/01/2024,Extravio,Tecmar," R$  1.602,00 ",Painel Solar Fotovoltaico Resun RSM020P (20Wp),2023-11-27,20,Painel 20 Wp,SP,10143
#35922,8293,08/01/2024,Extravio,Tecmar," R$  4.905,00 ",Painel Solar Fotovoltaico Resun RSM030P (30Wp),2023-11-27,50,Painel 30 Wp,SP,10089
#35466,8222,18/12/2023,Avaria,Alfa," R$  760,57 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2023-11-24,1,Painel 580 Wp,SP,20767
#35396,8224,15/12/2023,Avaria,Movvi," R$  274,48 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-11-24,1,Painel 155 Wp,SP,10141
#35145,8167,11/12/2023,Avaria,Movvi," R$  289,00 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-11-24,1,Painel 155 Wp,RJ,10141
#34916,8067,01/12/2023,Avaria,Movvi," R$  278,10 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-11-23,1,Painel 155 Wp,RS,10141
#35434,8094,18/12/2023,Avaria,Gran Cargo," R$  760,57 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2023-11-23,1,Painel 580 Wp,PA,20767
#35217,8014,13/12/2023,Extravio,Alfa," R$  1.730,82 ",Bateria Estacionária Moura Solar 12MS234 (220Ah),2023-11-23,1,Bateria 220 Ah,PR,10001203
#35175,8087,11/12/2023,Avaria,Exata Cargo," R$  287,10 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-11-23,1,Painel 155 Wp,SP,10141
#35186,8043,11/12/2023,Avaria,Alfa," R$  1.435,50 ",Painel Solar Fotovoltaico Resun RS6E-155M (155Wp),2023-11-23,4,Painel 155 Wp,SP,10141
#34935,8070,04/12/2023,Avaria,Movvi," R$  380,70 ",Painel Solar Fotovoltaico Resun RS7E-210M (210Wp),2023-11-23,1,Painel 210 Wp,ES,10165
#36101,7911,04/01/2024,Avaria,Gran Cargo," R$  714,60 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2023-11-22,1,Painel 580 Wp,PA,20767
#36101,7911,04/01/2024,Extravio,Gran Cargo," R$  669,60 ",PAINEL SOLAR FOTOVOLTAICO SUNOVA SS-460-60MDH (460WP),2023-11-22,1,Painel 460 Wp,PA,20768
,8004,08/01/2024,Extravio,Tecmar," R$  38,59 ",CARREGADOR SOLAR PORTÁTIL NEOSOLAR (5W / 5V / 1A),2023-11-22,1,Carregador Solar,MS,20104
#35515,7939,19/12/2023,Extravio,Movvi," R$  579,00 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA330-36-P (330WP),2023-11-22,1,Painel 330 Wp,RS,20298
#35121,7910,11/12/2023,Avaria,Alfa," R$  799,00 ",PAINEL SOLAR FOTOVOLTAICO OSDA ODA580-36V-MH TOPCON (580WP),2023-11-22,1,Painel 580 Wp,SP,20767
